DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2008-06-16	18372903	Zeggini E	2008-03-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18372903	Meta-analysis of genome-wide association data and large-scale replication identifies additional susceptibility loci for type 2 diabetes.	Type 2 diabetes	4,549 European ancestry cases, 5,579 European ancestry controls	24,194 European ancestry cases, 55,598 European ancestry controls	3p14.1	3	64726228	ADAMTS9	ADAMTS9-AS2			ENSG00000241684			rs4607103-C	rs4607103	0	4607103	intron_variant	0	0.76	1E-08	8		1.09	[1.06-1.12]	Affymetrix, Illumina [2202892] (imputed)	N
2008-09-17	18327256	Doring A	2008-03-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18327256	SLC2A9 influences uric acid concentrations with pronounced sex-specific effects.	Urate levels	1,644 European ancestry individuals	9,947 European ancestry individuals	4p16.1	4	9964756	SLC2A9	SLC2A9			ENSG00000109667			rs7442295-C	rs7442295	0	7442295	intron_variant	0	0.4	3E-70	69.5228787452803		0.35	[NR] mg/dl decrease in uric acid	Affymetrix [335152]	N
2008-09-17	18327257	Vitart V	2008-03-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18327257	SLC2A9 is a newly identified urate transporter influencing serum urate concentration, urate excretion and gout.	Urate levels	794 European ancestry individuals	706 European ancestry individuals	4p16.1	4	9933120	SLC2A9	SLC2A9			ENSG00000109667			rs737267-C	rs737267	0	737267	intron_variant	0	0.31	3E-09	8.52287874528034		0.88	[NR] uM decrease in uric acid [females only]	Illumina [308140]	N
2008-06-16	18311140	Hunt KA	2008-03-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18311140	Newly identified genetic risk variants for celiac disease related to the immune response.	Celiac disease	767 European ancestry cases, 1,422 European ancestry controls	1,643 European ancestry cases, 3,406 European ancestry controls	1q31.2	1	192567683	RGS1	AL390957.1			ENSG00000285280			rs2816316-C	rs2816316	0	2816316	intron_variant	0	NR	3E-11	10.5228787452803		1.39	[1.26-1.53]	Illumina [310605]	N
2008-06-16	18311140	Hunt KA	2008-03-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18311140	Newly identified genetic risk variants for celiac disease related to the immune response.	Celiac disease	767 European ancestry cases, 1,422 European ancestry controls	1,643 European ancestry cases, 3,406 European ancestry controls	2q12.1	2	102355405	IL18R1, IL1RL1, SLC9A4, IL18RAP	IL18R1			ENSG00000115604			rs13015714-C	rs13015714	0	13015714	intron_variant	0	NR	4E-09	8.39794000867204		1.28	[1.18-1.39]	Illumina [310605]	N
2008-06-16	18311140	Hunt KA	2008-03-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18311140	Newly identified genetic risk variants for celiac disease related to the immune response.	Celiac disease	767 European ancestry cases, 1,422 European ancestry controls	1,643 European ancestry cases, 3,406 European ancestry controls	3q25.33	3	159947262	IL12A, SCHIP1	IL12A-AS1			ENSG00000244040			rs17810546-G	rs17810546	0	17810546	intron_variant	0	NR	1E-09	9		1.35	[1.23-1.49]	Illumina [310605]	N
2008-06-16	18311140	Hunt KA	2008-03-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18311140	Newly identified genetic risk variants for celiac disease related to the immune response.	Celiac disease	767 European ancestry cases, 1,422 European ancestry controls	1,643 European ancestry cases, 3,406 European ancestry controls	3q28	3	188394766	LPP	LPP			ENSG00000145012			rs1464510-A	rs1464510	0	1464510	intron_variant	0	NR	5E-09	8.30102999566398		1.23	[1.15-1.32]	Illumina [310605]	N
2008-06-16	18311140	Hunt KA	2008-03-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18311140	Newly identified genetic risk variants for celiac disease related to the immune response.	Celiac disease	767 European ancestry cases, 1,422 European ancestry controls	1,643 European ancestry cases, 3,406 European ancestry controls	6q25.3	6	159044945	TAGAP	TAGAP, AL035530.2, AL035530.1			ENSG00000164691, ENSG00000271913, ENSG00000226032			rs1738074-A	rs1738074	0	1738074	5_prime_UTR_variant	0	NR	7E-08	7.15490195998574		1.21	[1.13-1.30]	Illumina [310605]	N
2008-06-16	18264097	Eeles RA	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264097	Multiple newly identified loci associated with prostate cancer susceptibility.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	3,268 European ancestry cases, 3,366 European ancestry controls	10q11.22	10	46046326	MSMB	MSMB - RPL23AP61	ENSG00000263639	ENSG00000280012		57	16924	rs10993994-T	rs10993994	0	10993994	intergenic_variant	1	0.4	9E-29	28.0457574905607		1.25	[1.17-1.34]	Illumina [541129]	N
2008-06-16	18264097	Eeles RA	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264097	Multiple newly identified loci associated with prostate cancer susceptibility.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	3,268 European ancestry cases, 3,366 European ancestry controls	19q13.33	19	50861367	KLK3	KLK3 - KLK2	ENSG00000142515	ENSG00000167751		603	201	rs2735839-G	rs2735839	0	2735839	intergenic_variant	1	0.85	2E-18	17.698970004336		1.2	[1.10-1.33]	Illumina [541129]	N
2008-06-16	18264097	Eeles RA	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264097	Multiple newly identified loci associated with prostate cancer susceptibility.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	3,268 European ancestry cases, 3,366 European ancestry controls	11q13.3	11	69227030	intergenic	AP003071.2 - MYEOV	ENSG00000261070	ENSG00000172927		55466	67121	rs7931342-G	rs7931342	0	7931342	intergenic_variant	1	0.51	2E-12	11.698970004336		1.19	[1.11-1.27]	Illumina [541129]	N
2008-06-16	18264097	Eeles RA	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264097	Multiple newly identified loci associated with prostate cancer susceptibility.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	3,268 European ancestry cases, 3,366 European ancestry controls	6q25.3	6	160412632	SLC22A3	SLC22A3			ENSG00000146477			rs9364554-T	rs9364554	0	9364554	intron_variant	0	0.29	6E-10	9.22184874961636		1.17	[1.08-1.26]	Illumina [541129]	N
2008-06-16	18264097	Eeles RA	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264097	Multiple newly identified loci associated with prostate cancer susceptibility.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	3,268 European ancestry cases, 3,366 European ancestry controls	7q21.3	7	98187015	LMTK2	LMTK2			ENSG00000164715			rs6465657-C	rs6465657	0	6465657	intron_variant	0	0.46	1E-09	9		1.12	[1.05-1.20]	Illumina [541129]	N
2008-06-16	18264098	Gudmundsson J	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264098	Common sequence variants on 2p15 and Xp11.22 confer susceptibility to prostate cancer.	Prostate cancer	1,854 European ancestry cases, 21,372 European ancestry controls	8,239 European ancestry cases, 7,590 European ancestry controls	Xp11.22	X	51486831	LOC340602, NUDT10, NUDT11	AL158055.1 - NUDT11	ENSG00000226530	ENSG00000196368		21170	3180	rs5945572-A	rs5945572	0	5945572	intergenic_variant	1	0.35	4E-13	12.397940008672		1.23	[1.16-1.30]	Illumina [310520]	N
2008-06-16	18264098	Gudmundsson J	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264098	Common sequence variants on 2p15 and Xp11.22 confer susceptibility to prostate cancer.	Prostate cancer	1,854 European ancestry cases, 21,372 European ancestry controls	8,239 European ancestry cases, 7,590 European ancestry controls	2p15	2	62904596	EHBP1	EHBP1			ENSG00000115504			rs721048-A	rs721048	0	721048	intron_variant	0	0.19	8E-09	8.09691001300806		1.15	[1.10-1.21]	Illumina [310520]	N
2008-06-16	18264096	Thomas G	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264096	Multiple loci identified in a genome-wide association study of prostate cancer.	Prostate cancer	1,172 European ancestry cases, 1,157 European ancestry controls	3,941 European ancestry cases, 3,964 European ancestry controls	10q11.22	10	46046326	MSMB	MSMB - RPL23AP61	ENSG00000263639	ENSG00000280012		57	16924	rs10993994-T	rs10993994	0	10993994	intergenic_variant	1	0.4	7E-13	12.1549019599857		1.16	[1.04-1.29]	Illumina [527869]	N
2008-06-16	18264096	Thomas G	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264096	Multiple loci identified in a genome-wide association study of prostate cancer.	Prostate cancer	1,172 European ancestry cases, 1,157 European ancestry controls	3,941 European ancestry cases, 3,964 European ancestry controls	10q26.13	10	125008303	CTBP2	CTBP2			ENSG00000175029			rs4962416-C	rs4962416	0	4962416	intron_variant	0	0.27	2E-07	6.69897000433602		1.17	[1.05-1.30]	Illumina [527869]	N
2008-06-16	18264096	Thomas G	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264096	Multiple loci identified in a genome-wide association study of prostate cancer.	Prostate cancer	1,172 European ancestry cases, 1,157 European ancestry controls	3,941 European ancestry cases, 3,964 European ancestry controls	11q13.3	11	69227200	intergenic	AP003071.2 - MYEOV	ENSG00000261070	ENSG00000172927		55636	66951	rs10896449-G	rs10896449	0	10896449	intergenic_variant	1	0.52	2E-09	8.69897000433602		1.1	[0.98-1.23]	Illumina [527869]	N
2008-06-16	18264096	Thomas G	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264096	Multiple loci identified in a genome-wide association study of prostate cancer.	Prostate cancer	1,172 European ancestry cases, 1,157 European ancestry controls	3,941 European ancestry cases, 3,964 European ancestry controls	7p15.1	7	27936944	JAZF1	JAZF1			ENSG00000153814			rs10486567-G	rs10486567	0	10486567	intron_variant	0	0.77	2E-06	5.69897000433602		1.12	[1.02-1.25]	Illumina [527869]	N
2008-06-16	18204446	Harley JB	2008-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18204446	Genome-wide association scan in women with systemic lupus erythematosus identifies susceptibility variants in ITGAM, PXK, KIAA1542 and other loci.	Systemic lupus erythematosus	720 European ancestry female cases, 2,337 European ancestry female controls	1,846 European ancestry female cases, 1,825 European ancestry female controls	16p11.2	16	31301932	ITGAM	ITGAM			ENSG00000169896			rs9888739-T	rs9888739	0	9888739	intron_variant	0	0.13	2E-23	22.698970004336		1.62	[1.47-1.78]	Illumina [317501]	N
2008-06-16	18204446	Harley JB	2008-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18204446	Genome-wide association scan in women with systemic lupus erythematosus identifies susceptibility variants in ITGAM, PXK, KIAA1542 and other loci.	Systemic lupus erythematosus	720 European ancestry female cases, 2,337 European ancestry female controls	1,846 European ancestry female cases, 1,825 European ancestry female controls	11p15.5	11	589564	KIAA1542	PHRF1			ENSG00000070047			rs4963128-?	rs4963128	0	4963128	intron_variant	0	0.34	3E-10	9.52287874528034		1.28	[1.18-1.37]	Illumina [317501]	N
2008-06-16	18204446	Harley JB	2008-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18204446	Genome-wide association scan in women with systemic lupus erythematosus identifies susceptibility variants in ITGAM, PXK, KIAA1542 and other loci.	Systemic lupus erythematosus	720 European ancestry female cases, 2,337 European ancestry female controls	1,846 European ancestry female cases, 1,825 European ancestry female controls	3p14.3	3	58384450	PXK	PXK			ENSG00000168297			rs6445975-C	rs6445975	0	6445975	intron_variant	0	0.28	7E-09	8.15490195998574		1.25	[1.16-1.35]	Illumina [317501]	N
2008-06-16	18204446	Harley JB	2008-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18204446	Genome-wide association scan in women with systemic lupus erythematosus identifies susceptibility variants in ITGAM, PXK, KIAA1542 and other loci.	Systemic lupus erythematosus	720 European ancestry female cases, 2,337 European ancestry female controls	1,846 European ancestry female cases, 1,825 European ancestry female controls	1q25.1	1	173340574	intergenic	TNFSF4 - AL645568.3	ENSG00000117586	ENSG00000232751		133243	11115	rs10798269-?	rs10798269	0	10798269	intergenic_variant	1	0.64	1E-07	7		1.22	[1.14-1.32]	Illumina [317501]	N
2008-06-16	18204447	Kozyrev SV	2008-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18204447	Functional variants in the B-cell gene BANK1 are associated with systemic lupus erythematosus.	Systemic lupus erythematosus	279 European ancestry cases, 515 European ancestry controls	1,757 European ancestry cases, 1,540 European ancestry controls	4q24	4	101829919	BANK1	BANK1			ENSG00000153064			rs10516487-G	rs10516487	0	10516487	missense_variant	0	0.77	4E-10	9.39794000867204		1.38	[1.25-1.53]	Affymetrix [85042]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 European ancestry individuals	18,554 European ancestry individuals	1q42.13	1	230159944	GALNT2	GALNT2			ENSG00000143641			rs4846914-G	rs4846914	0	4846914	intron_variant	0	0.4	2E-13	12.698970004336		0.07	[0.05-0.09] unit decrease	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	Triglycerides	2,758 European ancestry individuals	18,554 European ancestry individuals	7q11.23	7	73568544	TBL2, MLXIPL, BCL7B	TBL2			ENSG00000106638			rs17145738-T	rs17145738	0	17145738	3_prime_UTR_variant	0	0.13	7E-22	21.1549019599857		0.14	[0.25-0.53] unit decrease	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	Triglycerides	2,758 European ancestry individuals	18,554 European ancestry individuals	8q24.13	8	125474167	TRIB1	AC091114.1			ENSG00000253111			rs17321515-G	rs17321515	0	17321515	intron_variant	0	0.49	4E-17	16.397940008672		0.08	[0.06-0.10] unit decrease	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	Triglycerides	2,758 European ancestry individuals	18,554 European ancestry individuals	1q42.13	1	230159944	GALNT2	GALNT2			ENSG00000143641			rs4846914-G	rs4846914	0	4846914	intron_variant	0	0.4	7E-15	14.1549019599857		0.08	[0.06-0.10] unit increase	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	Triglycerides	2,758 European ancestry individuals	18,554 European ancestry individuals	19p13.11	19	19547663	CILP2, PBX4	CILP2 - PBX4	ENSG00000160161	ENSG00000105717		1004	14044	rs16996148-T	rs16996148	0	16996148	intergenic_variant	1	0.1	4E-09	8.39794000867204		0.1	[0.06-0.14] unit decrease	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	Triglycerides	2,758 European ancestry individuals	18,554 European ancestry individuals	1p31.3	1	62726106	DOCK7, ANGPTL3, ATG4C	AC103923.1 - ATG4C	ENSG00000235545	ENSG00000125703		15412	58026	rs12130333-T	rs12130333	0	12130333	intergenic_variant	1	0.22	2E-08	7.69897000433602		0.11	[0.07-0.15] unit decrease	Affymetrix [389878]	N
2008-06-16	18193046	Kooner JS	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193046	Genome-wide scan identifies variation in MLXIPL associated with plasma triglycerides.	Triglycerides	1,005 European ancestry male individuals, 1,006 Indian Asian ancestry male individuals	6,827 European ancestry individuals, 2,528 Mexican ancestry individuals, 1,181 Indian Asian ancestry female individuals	7q11.23	7	73606007	MLXIPL	MLXIPL			ENSG00000009950			rs3812316-C	rs3812316	0	3812316	missense_variant	0	0.95	1E-10	10		10.5	[5.3-17.7] % increase	Perlegen [up to 216774]	N
2009-09-28	18193045	Sanna S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193045	Common variants in the GDF5-UQCC region are associated with variation in human height.	Height	1,084 European ancestry cases, 1,287 European ancestry controls, 4,298 European individuals	23,684 European ancestry individuals, 3,860 African American individuals	20q11.22	20	35319358	BFZB	UQCC1			ENSG00000101019			rs6060369-C	rs6060369	0	6060369	intron_variant	0	0.44	2E-16	15.698970004336		0.44	[NR] cm increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2009-09-28	18193045	Sanna S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193045	Common variants in the GDF5-UQCC region are associated with variation in human height.	Height	1,084 European ancestry cases, 1,287 European ancestry controls, 4,298 European individuals	23,684 European ancestry individuals, 3,860 African American individuals	4q12	4	54368658	PDGFRA	LINC02283 - AC098587.1	ENSG00000248184	ENSG00000248518		12704	7344	rs17690232-C	rs17690232	0	17690232	regulatory_region_variant	1	0.8	4E-07	6.39794000867204		0.86	[NR] cm increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2009-09-28	18193045	Sanna S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193045	Common variants in the GDF5-UQCC region are associated with variation in human height.	Height	1,084 European ancestry cases, 1,287 European ancestry controls, 4,298 European individuals	23,684 European ancestry individuals, 3,860 African American individuals	15q26.1	15	89358801	POLG	AC124068.2 - AC133637.1	ENSG00000261441	ENSG00000279708		22640	40	rs4932217-A	rs4932217	0	4932217	TF_binding_site_variant	1	0.58	8E-07	6.09691001300806		0.66	[NR] cm increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2009-09-28	18193045	Sanna S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193045	Common variants in the GDF5-UQCC region are associated with variation in human height.	Height	1,084 European ancestry cases, 1,287 European ancestry controls, 4,298 European individuals	23,684 European ancestry individuals, 3,860 African American individuals	3q23	3	141386728	ZBTB38	ZBTB38			ENSG00000177311			rs724016-G	rs724016	0	724016	5_prime_UTR_variant	0	0.36	1E-06	6		0.61	[NR] cm increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
2009-09-28	18193045	Sanna S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193045	Common variants in the GDF5-UQCC region are associated with variation in human height.	Height	1,084 European ancestry cases, 1,287 European ancestry controls, 4,298 European individuals	23,684 European ancestry individuals, 3,860 African American individuals	5q14.1	5	79460955	HOMER1	HOMER1			ENSG00000152413			rs10078095-C	rs10078095	0	10078095	intron_variant	0	0.22	3E-06	5.52287874528034		0.9	[NR] cm increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
